nodenumber,x,y,z,pressure,x-velocity,y-velocity,z-velocity
1,-2.00E-02,-2.45E-18,-1.00E-01,4.29E+01,0.00E+00,0.00E+00,0.00E+00
2,-1.43E-02,-9.87E-11,-1.00E-01,0.00E+00,9.16E-02,-4.14E-02,-2.27E-01
3,-1.09E-02,-5.40E-11,-1.00E-01,0.00E+00,7.89E-02,-4.13E-02,-2.71E-01
4,-7.70E-03,-2.04E-11,-1.00E-01,0.00E+00,6.02E-02,-4.34E-02,-3.09E-01
5,-4.22E-04,7.03E-12,-1.00E-01,0.00E+00,1.60E-02,-1.26E-02,-3.30E-01
6,-1.14E-04,5.95E-12,-1.00E-01,0.00E+00,1.40E-02,-1.12E-02,-3.31E-01
7,-1.06E-07,-1.18E-12,-1.00E-01,0.00E+00,1.33E-02,-1.07E-02,-3.31E-01
8,8.72E-03,-1.05E-11,-1.00E-01,0.00E+00,-4.21E-02,3.49E-02,-3.00E-01
9,8.85E-03,5.51E-12,-1.00E-01,0.00E+00,-4.29E-02,3.53E-02,-2.99E-01
10,1.49E-02,1.65E-12,-1.00E-01,0.00E+00,-6.84E-02,4.61E-02,-2.34E-01
11,1.51E-02,2.33E-12,-1.00E-01,1.13E+00,-6.71E-02,4.34E-02,-2.25E-01
12,2.00E-02,1.30E-11,-1.00E-01,3.68E+01,0.00E+00,0.00E+00,0.00E+00
13,2.04E-02,9.24E-12,-1.00E-01,3.81E+01,0.00E+00,0.00E+00,0.00E+00
14,-1.00E-01,-1.22E-17,-1.00E-01,5.76E+01,0.00E+00,0.00E+00,0.00E+00
15,-9.22E-02,-5.27E-11,-1.00E-01,5.77E+01,0.00E+00,0.00E+00,0.00E+00
16,-8.80E-02,5.21E-11,-1.00E-01,5.77E+01,0.00E+00,0.00E+00,0.00E+00
17,-8.53E-02,-7.65E-11,-1.00E-01,5.77E+01,0.00E+00,0.00E+00,0.00E+00
18,-7.95E-02,-4.63E-11,-1.00E-01,5.76E+01,0.00E+00,0.00E+00,0.00E+00
19,-7.75E-02,-2.36E-11,-1.00E-01,5.76E+01,0.00E+00,0.00E+00,0.00E+00
20,-7.32E-02,1.92E-11,-1.00E-01,5.73E+01,0.00E+00,0.00E+00,0.00E+00
21,-6.92E-02,-2.64E-12,-1.00E-01,5.71E+01,0.00E+00,0.00E+00,0.00E+00
22,-6.62E-02,-3.97E-11,-1.00E-01,5.68E+01,0.00E+00,0.00E+00,0.00E+00
23,-6.17E-02,8.38E-12,-1.00E-01,5.63E+01,0.00E+00,0.00E+00,0.00E+00
24,-5.42E-02,-5.08E-12,-1.00E-01,5.52E+01,0.00E+00,0.00E+00,0.00E+00
25,-5.40E-02,-7.54E-12,-1.00E-01,5.52E+01,0.00E+00,0.00E+00,0.00E+00
26,-5.33E-02,2.40E-12,-1.00E-01,5.50E+01,0.00E+00,0.00E+00,0.00E+00
27,-4.65E-02,3.84E-11,-1.00E-01,5.38E+01,0.00E+00,0.00E+00,0.00E+00
28,-4.50E-02,-1.14E-10,-1.00E-01,5.35E+01,0.00E+00,0.00E+00,0.00E+00
29,-3.99E-02,1.52E-11,-1.00E-01,5.23E+01,0.00E+00,0.00E+00,0.00E+00
30,-3.80E-02,-1.67E-11,-1.00E-01,5.19E+01,0.00E+00,0.00E+00,0.00E+00
31,-3.73E-02,1.91E-11,-1.00E-01,5.17E+01,0.00E+00,0.00E+00,0.00E+00
32,-3.24E-02,-1.09E-10,-1.00E-01,5.03E+01,0.00E+00,0.00E+00,0.00E+00
33,-2.86E-02,-5.50E-12,-1.00E-01,4.93E+01,0.00E+00,0.00E+00,0.00E+00
34,-2.77E-02,-4.81E-11,-1.00E-01,4.93E+01,0.00E+00,0.00E+00,0.00E+00
35,-2.70E-02,1.77E-11,-1.00E-01,5.13E+01,0.00E+00,0.00E+00,0.00E+00
36,-2.34E-02,-8.18E-12,-1.00E-01,6.04E+01,0.00E+00,0.00E+00,0.00E+00
37,2.65E-02,-2.13E-11,-1.00E-01,5.23E+01,0.00E+00,0.00E+00,0.00E+00
38,2.92E-02,2.98E-11,-1.00E-01,5.10E+01,0.00E+00,0.00E+00,0.00E+00
39,3.16E-02,-1.26E-11,-1.00E-01,5.00E+01,0.00E+00,0.00E+00,0.00E+00
40,3.38E-02,1.67E-11,-1.00E-01,5.05E+01,0.00E+00,0.00E+00,0.00E+00
41,3.71E-02,4.93E-11,-1.00E-01,5.13E+01,0.00E+00,0.00E+00,0.00E+00
42,4.47E-02,-2.60E-12,-1.00E-01,5.29E+01,0.00E+00,0.00E+00,0.00E+00
43,4.50E-02,2.01E-12,-1.00E-01,5.29E+01,0.00E+00,0.00E+00,0.00E+00
44,4.50E-02,-2.39E-12,-1.00E-01,5.29E+01,0.00E+00,0.00E+00,0.00E+00
45,4.55E-02,1.93E-12,-1.00E-01,5.30E+01,0.00E+00,0.00E+00,0.00E+00
46,5.48E-02,-2.98E-11,-1.00E-01,5.44E+01,0.00E+00,0.00E+00,0.00E+00
47,5.62E-02,-4.85E-11,-1.00E-01,5.46E+01,0.00E+00,0.00E+00,0.00E+00
48,6.30E-02,-1.20E-10,-1.00E-01,5.53E+01,0.00E+00,0.00E+00,0.00E+00
49,6.52E-02,9.56E-11,-1.00E-01,5.55E+01,0.00E+00,0.00E+00,0.00E+00
50,7.29E-02,-6.06E-11,-1.00E-01,5.60E+01,0.00E+00,0.00E+00,0.00E+00
51,7.54E-02,7.30E-12,-1.00E-01,5.62E+01,0.00E+00,0.00E+00,0.00E+00
52,8.16E-02,-8.63E-12,-1.00E-01,5.64E+01,0.00E+00,0.00E+00,0.00E+00
53,8.41E-02,2.01E-11,-1.00E-01,5.64E+01,0.00E+00,0.00E+00,0.00E+00
54,8.79E-02,-4.54E-11,-1.00E-01,5.64E+01,0.00E+00,0.00E+00,0.00E+00
55,9.27E-02,1.50E-11,-1.00E-01,5.64E+01,0.00E+00,0.00E+00,0.00E+00
56,9.37E-02,-2.83E-11,-1.00E-01,5.64E+01,0.00E+00,0.00E+00,0.00E+00
57,9.47E-02,-4.08E-11,-1.00E-01,5.64E+01,0.00E+00,0.00E+00,0.00E+00
58,9.99E-02,3.33E-11,-1.00E-01,5.64E+01,0.00E+00,0.00E+00,0.00E+00
59,-1.90E-04,1.91E-12,-9.99E-02,4.37E-01,1.46E-02,-1.16E-02,-3.30E-01
60,4.50E-02,1.36E-12,-9.99E-02,5.29E+01,-5.10E-04,2.83E-04,2.46E-05
61,8.79E-03,-5.23E-13,-9.99E-02,5.94E-01,-4.26E-02,3.54E-02,-2.98E-01
62,-5.39E-02,5.39E-12,-9.99E-02,5.52E+01,7.94E-04,-4.35E-04,1.41E-05
63,1.50E-02,4.88E-12,-9.99E-02,8.78E-01,-6.94E-02,4.64E-02,-2.31E-01
64,-3.35E-05,3.54E-12,-9.98E-02,8.06E-01,1.37E-02,-1.08E-02,-3.29E-01
65,4.52E-02,2.40E-12,-9.98E-02,5.29E+01,-9.76E-04,6.31E-04,2.20E-05
66,8.54E-03,6.09E-12,-9.98E-02,8.80E-01,-4.07E-02,3.40E-02,-2.98E-01
67,-5.43E-02,-1.10E-11,-9.95E-02,5.52E+01,2.78E-03,-1.39E-03,-1.21E-04
68,-2.81E-02,-9.45E-13,-9.95E-02,4.92E+01,5.81E-03,-1.27E-03,-1.24E-04
69,1.55E-02,-1.45E-11,-9.94E-02,4.45E+00,-7.15E-02,4.67E-02,-2.19E-01
70,1.99E-02,-1.77E-11,-9.93E-02,3.70E+01,-1.18E-02,8.28E-03,-1.58E-02
71,9.45E-03,-1.77E-12,-9.92E-02,3.81E+00,-4.71E-02,3.87E-02,-2.85E-01
72,-2.71E-02,4.53E-12,-9.92E-02,4.88E+01,1.55E-02,-4.13E-03,-5.16E-03
73,5.55E-02,2.46E-13,-9.91E-02,5.45E+01,-4.23E-03,4.15E-03,1.56E-05
74,-3.84E-02,-3.16E-11,-9.91E-02,5.20E+01,8.00E-03,-3.33E-03,1.69E-04
75,2.10E-02,1.08E-11,-9.90E-02,3.93E+01,-1.22E-02,8.50E-03,-3.50E-03
76,3.08E-02,9.81E-12,-9.89E-02,5.00E+01,-1.29E-02,6.27E-03,-5.67E-04
77,8.27E-02,8.90E-11,-9.88E-02,5.64E+01,-1.48E-03,3.09E-03,-6.10E-04
78,1.49E-02,-3.32E-12,-9.87E-02,6.34E+00,-7.11E-02,5.01E-02,-2.21E-01
79,9.33E-02,1.65E-11,-9.87E-02,5.64E+01,-5.46E-04,2.04E-03,-5.01E-04
80,-3.55E-02,2.00E-11,-9.82E-02,5.12E+01,2.03E-02,-8.88E-03,-7.83E-04
81,3.56E-02,8.91E-12,-9.80E-02,5.11E+01,-1.47E-02,1.31E-02,8.13E-04
82,-6.24E-03,3.27E-11,-9.79E-02,9.58E+00,5.37E-02,-4.24E-02,-2.90E-01
83,-2.38E-02,6.56E-11,-9.74E-02,5.26E+01,4.68E-02,-1.25E-02,-1.56E-02
84,2.59E-02,1.81E-11,-9.73E-02,5.00E+01,-3.33E-02,2.32E-02,-9.53E-03
85,-9.45E-03,8.86E-11,-9.70E-02,1.41E+01,8.03E-02,-5.34E-02,-2.65E-01
86,-7.82E-02,8.57E-11,-9.70E-02,5.76E+01,6.48E-03,-6.90E-03,-2.76E-03
87,7.17E-02,1.08E-11,-9.69E-02,5.60E+01,-1.04E-02,1.12E-02,-1.31E-03
88,-6.77E-02,-5.81E-11,-9.68E-02,5.70E+01,1.63E-02,-8.31E-03,-1.52E-03
89,3.27E-02,-5.78E-11,-9.68E-02,5.05E+01,-2.37E-02,2.12E-02,1.31E-03
90,8.64E-02,5.99E-11,-9.67E-02,5.64E+01,-3.96E-03,7.37E-03,-1.58E-03
91,-1.59E-02,4.62E-12,-9.67E-02,1.93E+01,1.11E-01,-4.93E-02,-1.79E-01
92,-4.12E-02,-6.51E-11,-9.67E-02,5.28E+01,2.90E-02,-1.21E-02,6.12E-04
93,6.70E-02,-2.94E-12,-9.67E-02,5.57E+01,-1.11E-02,1.19E-02,-1.40E-03
94,-1.19E-02,-1.71E-11,-9.66E-02,1.61E+01,9.04E-02,-5.52E-02,-2.30E-01
95,-4.78E-02,-4.62E-12,-9.65E-02,5.41E+01,2.69E-02,-9.88E-03,3.39E-04
96,-3.14E-02,1.44E-11,-9.65E-02,5.00E+01,3.98E-02,-1.74E-02,-1.53E-03
97,5.76E-02,-2.88E-11,-9.63E-02,5.48E+01,-1.69E-02,1.52E-02,-4.05E-04
98,-6.01E-02,-3.29E-11,-9.63E-02,5.61E+01,2.31E-02,-1.16E-02,-1.00E-03
99,-2.46E-02,-1.33E-10,-9.62E-02,4.78E+01,6.73E-02,-2.22E-02,-2.00E-02
100,7.87E-02,-1.48E-10,-9.61E-02,5.63E+01,-8.69E-03,1.08E-02,-2.13E-03
101,-1.65E-02,-9.88E-12,-9.56E-02,2.67E+01,1.18E-01,-5.06E-02,-1.60E-01
102,5.14E-02,-4.60E-11,-9.56E-02,5.40E+01,-2.67E-02,1.72E-02,6.03E-04
103,-1.74E-02,3.33E-11,-9.54E-02,2.95E+01,1.16E-01,-4.97E-02,-1.44E-01
104,6.13E-02,-4.40E-11,-9.54E-02,5.52E+01,-2.08E-02,1.87E-02,-4.99E-04
105,-2.24E-02,3.24E-11,-9.54E-02,4.43E+01,8.87E-02,-3.71E-02,-4.97E-02
106,-1.45E-02,-3.46E-11,-9.53E-02,2.54E+01,1.09E-01,-5.55E-02,-1.86E-01
107,1.80E-02,-4.48E-11,-9.52E-02,3.30E+01,-8.81E-02,4.92E-02,-1.33E-01
108,-7.37E-02,-1.94E-11,-9.51E-02,5.74E+01,1.84E-02,-1.24E-02,-3.14E-03
109,1.96E-02,-2.36E-11,-9.51E-02,3.81E+01,-8.61E-02,5.00E-02,-1.01E-01
110,-2.89E-02,-2.91E-11,-9.51E-02,4.91E+01,6.48E-02,-2.41E-02,-9.80E-03
111,2.45E-02,-1.81E-12,-9.51E-02,4.73E+01,-6.64E-02,3.90E-02,-2.65E-02
112,2.57E-02,-2.36E-11,-9.50E-02,4.87E+01,-6.04E-02,3.96E-02,-1.45E-02
113,-1.62E-02,-9.84E-12,-9.49E-02,2.77E+01,1.17E-01,-5.51E-02,-1.58E-01
114,3.11E-02,-2.92E-11,-9.49E-02,5.05E+01,-4.55E-02,3.12E-02,2.23E-04
115,-3.10E-02,-3.26E-11,-9.48E-02,5.00E+01,5.88E-02,-2.34E-02,-2.09E-03
116,8.53E-02,9.07E-11,-9.48E-02,5.64E+01,-6.30E-03,1.21E-02,-2.54E-03
117,-3.99E-02,-3.43E-11,-9.48E-02,5.26E+01,4.72E-02,-1.67E-02,8.62E-04
118,-9.77E-03,5.06E-11,-9.47E-02,2.48E+01,8.62E-02,-5.57E-02,-2.30E-01
119,-3.24E-02,-9.61E-12,-9.47E-02,5.04E+01,5.74E-02,-2.33E-02,-1.71E-03
120,-8.78E-02,-1.80E-11,-9.47E-02,5.77E+01,5.94E-03,-8.23E-03,-4.28E-03
121,-7.28E-02,-7.02E-13,-9.46E-02,5.73E+01,2.06E-02,-1.39E-02,-3.51E-03
122,1.00E-01,-6.65E-11,-9.45E-02,5.64E+01,0.00E+00,0.00E+00,0.00E+00
123,3.40E-02,-1.05E-10,-9.45E-02,5.10E+01,-4.24E-02,3.12E-02,2.29E-03
124,-4.80E-03,-7.78E-11,-9.44E-02,2.51E+01,4.74E-02,-3.95E-02,-2.46E-01
125,3.29E-03,8.49E-11,-9.44E-02,2.54E+01,-8.36E-03,8.33E-03,-2.54E-01
126,5.93E-03,-6.11E-11,-9.44E-02,2.59E+01,-3.01E-02,2.40E-02,-2.43E-01
127,3.99E-02,8.32E-13,-9.44E-02,5.22E+01,-3.90E-02,2.84E-02,2.31E-03
128,-1.04E-03,-3.97E-11,-9.43E-02,2.55E+01,2.42E-02,-1.98E-02,-2.53E-01
129,4.00E-02,-3.10E-12,-9.43E-02,5.22E+01,-3.96E-02,2.88E-02,2.34E-03
130,-7.33E-02,8.87E-12,-9.43E-02,5.74E+01,2.13E-02,-1.44E-02,-3.73E-03
131,2.48E-02,-3.79E-11,-9.43E-02,4.80E+01,-6.86E-02,4.34E-02,-2.08E-02
132,3.99E-02,-9.08E-13,-9.43E-02,5.22E+01,-3.99E-02,2.89E-02,2.36E-03
133,4.00E-02,-1.67E-12,-9.43E-02,5.22E+01,-3.98E-02,2.89E-02,2.35E-03
134,-7.19E-02,-2.07E-11,-9.42E-02,5.73E+01,2.33E-02,-1.48E-02,-3.57E-03
135,4.00E-02,7.10E-13,-9.42E-02,5.22E+01,-4.00E-02,2.91E-02,2.40E-03
136,8.05E-02,1.24E-12,-9.42E-02,5.63E+01,-1.10E-02,1.58E-02,-3.11E-03
137,-7.29E-02,2.61E-11,-9.41E-02,5.74E+01,2.23E-02,-1.48E-02,-3.84E-03
138,8.79E-02,-1.04E-11,-9.41E-02,5.64E+01,-4.97E-03,1.13E-02,-2.55E-03
139,4.95E-02,-7.44E-13,-9.41E-02,5.38E+01,-3.52E-02,2.54E-02,1.10E-03
140,5.25E-02,1.24E-11,-9.41E-02,5.42E+01,-3.37E-02,2.42E-02,6.25E-04
141,-4.63E-02,-8.05E-12,-9.41E-02,5.38E+01,4.73E-02,-1.81E-02,7.28E-04
142,-8.53E-02,-7.07E-11,-9.40E-02,5.77E+01,6.71E-03,-9.30E-03,-4.84E-03
143,2.00E-02,1.01E-11,-9.40E-02,3.87E+01,-8.99E-02,5.66E-02,-9.59E-02
144,-6.64E-02,3.61E-11,-9.40E-02,5.69E+01,3.07E-02,-1.66E-02,-2.96E-03
145,-5.97E-02,5.10E-11,-9.39E-02,5.61E+01,3.74E-02,-1.78E-02,-1.78E-03
146,-6.27E-02,1.08E-10,-9.39E-02,5.64E+01,3.47E-02,-1.75E-02,-2.30E-03
147,4.58E-02,-8.92E-11,-9.39E-02,5.32E+01,-3.84E-02,2.74E-02,1.82E-03
148,7.25E-02,2.56E-11,-9.38E-02,5.60E+01,-1.83E-02,2.05E-02,-2.89E-03
149,6.97E-02,5.11E-11,-9.38E-02,5.59E+01,-2.11E-02,2.16E-02,-2.68E-03
150,9.20E-02,6.27E-11,-9.38E-02,5.64E+01,-2.55E-03,9.11E-03,-2.14E-03
151,-1.10E-02,-1.07E-10,-9.37E-02,2.76E+01,9.48E-02,-6.24E-02,-2.11E-01
152,-4.93E-02,-5.18E-11,-9.37E-02,5.45E+01,4.78E-02,-1.87E-02,6.34E-04
153,-5.34E-02,2.36E-11,-9.37E-02,5.51E+01,4.44E-02,-1.84E-02,-3.17E-04
154,-7.34E-02,-5.35E-12,-9.37E-02,5.74E+01,2.21E-02,-1.57E-02,-4.56E-03
155,1.46E-02,-8.89E-12,-9.35E-02,3.13E+01,-8.10E-02,6.27E-02,-1.74E-01
156,1.18E-02,-1.70E-11,-9.34E-02,3.08E+01,-6.61E-02,5.20E-02,-1.93E-01
157,-5.80E-02,7.37E-11,-9.34E-02,5.58E+01,4.14E-02,-1.89E-02,-1.57E-03
158,5.70E-02,2.19E-11,-9.33E-02,5.47E+01,-3.34E-02,2.72E-02,-2.69E-04
159,6.78E-02,5.26E-12,-9.32E-02,5.57E+01,-2.44E-02,2.43E-02,-2.61E-03
160,-9.99E-02,-2.49E-11,-9.31E-02,5.76E+01,0.00E+00,0.00E+00,0.00E+00
161,5.92E-02,2.09E-11,-9.31E-02,5.50E+01,-3.23E-02,2.76E-02,-6.92E-04
162,9.95E-02,8.08E-11,-9.31E-02,5.64E+01,-2.27E-05,4.94E-04,-7.61E-05
163,-9.42E-02,5.45E-15,-9.30E-02,5.76E+01,1.53E-03,-4.65E-03,-1.85E-03
164,-9.42E-02,-5.67E-14,-9.30E-02,5.76E+01,1.53E-03,-4.65E-03,-1.85E-03
165,-9.42E-02,-6.01E-14,-9.30E-02,5.76E+01,1.53E-03,-4.65E-03,-1.85E-03
166,-9.42E-02,-6.93E-14,-9.30E-02,5.76E+01,1.54E-03,-4.65E-03,-1.86E-03
167,-9.42E-02,-1.05E-14,-9.30E-02,5.76E+01,1.53E-03,-4.65E-03,-1.85E-03
168,7.80E-02,-1.95E-10,-9.29E-02,5.63E+01,-1.44E-02,2.09E-02,-4.12E-03
169,-7.91E-02,-8.42E-11,-9.28E-02,5.76E+01,1.60E-02,-1.55E-02,-6.27E-03
170,9.73E-02,-3.29E-11,-9.28E-02,5.64E+01,-8.83E-04,3.30E-03,-8.11E-04
171,1.82E-02,1.74E-11,-9.26E-02,3.83E+01,-8.90E-02,6.10E-02,-1.06E-01
172,6.05E-02,-4.10E-11,-9.26E-02,5.51E+01,-3.27E-02,2.92E-02,-1.12E-03
173,-8.62E-02,7.99E-11,-9.25E-02,5.77E+01,7.90E-03,-1.14E-02,-5.84E-03
174,1.00E-01,4.41E-11,-9.25E-02,5.64E+01,0.00E+00,0.00E+00,0.00E+00
175,-4.83E-02,2.19E-11,-9.24E-02,5.43E+01,5.39E-02,-2.48E-02,1.31E-03
176,1.37E-02,-1.97E-11,-9.23E-02,3.38E+01,-7.80E-02,6.30E-02,-1.67E-01
177,-8.40E-02,-2.18E-11,-9.23E-02,5.76E+01,1.08E-02,-1.35E-02,-6.45E-03
178,-4.30E-02,-2.09E-11,-9.20E-02,5.32E+01,5.78E-02,-2.55E-02,1.09E-03
179,-5.01E-02,5.55E-11,-9.20E-02,5.46E+01,5.40E-02,-2.51E-02,4.53E-04
180,1.50E-02,1.92E-11,-9.18E-02,3.51E+01,-8.21E-02,6.98E-02,-1.53E-01
181,5.16E-02,4.13E-11,-9.17E-02,5.41E+01,-3.92E-02,3.59E-02,1.18E-03
182,9.04E-02,-3.16E-11,-9.16E-02,5.64E+01,-4.47E-03,1.34E-02,-3.89E-03
183,1.25E-03,5.18E-11,-9.14E-02,3.11E+01,6.05E-03,-6.74E-03,-2.14E-01
184,9.41E-03,3.77E-11,-9.12E-02,3.38E+01,-5.36E-02,4.80E-02,-1.79E-01
185,5.88E-02,5.14E-11,-9.11E-02,5.49E+01,-3.75E-02,3.56E-02,-6.88E-04
186,4.57E-03,3.61E-11,-9.11E-02,3.16E+01,-1.33E-02,1.76E-02,-2.05E-01
187,-1.29E-02,-8.10E-11,-9.11E-02,3.63E+01,1.07E-01,-6.74E-02,-1.54E-01
188,-1.87E-02,-6.18E-11,-9.10E-02,4.26E+01,1.19E-01,-6.57E-02,-8.62E-02
189,-6.77E-02,1.79E-11,-9.10E-02,5.69E+01,3.51E-02,-2.50E-02,-6.82E-03
190,-5.95E-02,1.28E-10,-9.10E-02,5.60E+01,4.70E-02,-2.70E-02,-3.78E-03
191,-8.57E-02,-6.54E-11,-9.09E-02,5.76E+01,9.18E-03,-1.42E-02,-7.98E-03
192,7.07E-02,-4.26E-11,-9.08E-02,5.59E+01,-2.40E-02,3.03E-02,-5.13E-03
193,9.31E-02,4.85E-11,-9.03E-02,5.64E+01,-2.56E-03,1.04E-02,-3.21E-03
194,-8.80E-02,6.65E-11,-9.02E-02,5.76E+01,7.12E-03,-1.16E-02,-6.62E-03
195,4.74E-02,-1.02E-10,-9.00E-02,5.34E+01,-4.87E-02,4.43E-02,3.50E-03
196,4.33E-02,2.91E-11,-8.99E-02,5.29E+01,-4.88E-02,5.00E-02,4.72E-03
197,-7.84E-02,3.11E-12,-8.98E-02,5.75E+01,2.15E-02,-2.23E-02,-1.02E-02
198,-2.50E-02,-4.83E-12,-8.97E-02,4.80E+01,1.08E-01,-6.00E-02,-2.52E-02
199,-1.75E-02,1.74E-11,-8.97E-02,4.28E+01,1.20E-01,-7.51E-02,-9.44E-02
200,-8.31E-02,-4.99E-11,-8.96E-02,5.76E+01,1.45E-02,-2.00E-02,-1.04E-02
201,-2.51E-02,-6.61E-12,-8.96E-02,4.80E+01,1.09E-01,-6.08E-02,-2.47E-02
202,-2.51E-02,5.92E-12,-8.95E-02,4.80E+01,1.10E-01,-6.12E-02,-2.51E-02
203,-2.45E-02,-4.50E-12,-8.95E-02,4.76E+01,1.11E-01,-6.23E-02,-3.03E-02
204,-2.51E-02,-1.80E-12,-8.94E-02,4.80E+01,1.10E-01,-6.14E-02,-2.47E-02
205,-2.50E-02,2.47E-12,-8.94E-02,4.80E+01,1.10E-01,-6.16E-02,-2.51E-02
206,-5.31E-02,-1.96E-10,-8.93E-02,5.51E+01,6.21E-02,-3.52E-02,-5.67E-04
207,-6.99E-03,-2.69E-12,-8.93E-02,3.58E+01,6.83E-02,-6.04E-02,-1.70E-01
208,2.23E-02,4.08E-11,-8.93E-02,4.62E+01,-8.36E-02,7.76E-02,-4.08E-02
209,3.06E-02,5.02E-12,-8.92E-02,5.01E+01,-6.70E-02,6.80E-02,1.52E-03
210,-1.85E-02,-6.81E-11,-8.89E-02,4.39E+01,1.20E-01,-7.62E-02,-8.12E-02
211,9.59E-02,-4.11E-11,-8.89E-02,5.64E+01,-1.72E-03,7.60E-03,-2.74E-03
212,3.15E-02,-1.39E-11,-8.89E-02,5.03E+01,-6.67E-02,6.91E-02,2.20E-03
213,-6.13E-03,-1.97E-11,-8.87E-02,3.68E+01,6.20E-02,-5.88E-02,-1.66E-01
214,8.46E-02,1.58E-11,-8.86E-02,5.63E+01,-1.13E-02,2.54E-02,-7.65E-03
215,3.02E-02,-6.44E-12,-8.86E-02,4.97E+01,-7.25E-02,7.13E-02,-2.02E-03
216,6.25E-03,-7.01E-11,-8.85E-02,3.74E+01,-2.29E-02,2.98E-02,-1.60E-01
217,-6.75E-03,-3.27E-12,-8.84E-02,3.79E+01,6.66E-02,-6.08E-02,-1.57E-01
218,-2.43E-02,5.01E-12,-8.84E-02,4.79E+01,1.09E-01,-6.72E-02,-2.57E-02
219,8.26E-02,-8.06E-11,-8.83E-02,5.63E+01,-1.28E-02,2.75E-02,-8.24E-03
220,3.09E-02,2.18E-11,-8.83E-02,5.01E+01,-7.02E-02,7.24E-02,2.11E-03
221,-6.38E-03,-8.35E-12,-8.83E-02,3.78E+01,6.38E-02,-6.06E-02,-1.59E-01
222,3.35E-03,-1.25E-11,-8.83E-02,3.70E+01,-3.84E-03,8.46E-03,-1.65E-01
223,-5.80E-03,-1.13E-11,-8.83E-02,3.78E+01,5.93E-02,-5.70E-02,-1.59E-01
224,-3.60E-02,5.53E-12,-8.82E-02,5.18E+01,8.70E-02,-4.68E-02,2.91E-03
225,-3.58E-02,-7.04E-13,-8.82E-02,5.18E+01,8.73E-02,-4.69E-02,2.86E-03
226,1.12E-02,4.34E-11,-8.82E-02,3.95E+01,-5.48E-02,6.22E-02,-1.33E-01
227,3.19E-02,1.22E-11,-8.81E-02,5.04E+01,-6.88E-02,7.25E-02,2.88E-03
228,-6.98E-02,3.48E-11,-8.81E-02,5.70E+01,3.83E-02,-3.29E-02,-1.09E-02
229,-3.60E-02,-4.96E-12,-8.80E-02,5.18E+01,8.80E-02,-4.75E-02,2.98E-03
230,-3.63E-02,-1.00E-11,-8.80E-02,5.19E+01,8.77E-02,-4.74E-02,2.92E-03
231,-3.58E-02,-1.68E-12,-8.80E-02,5.18E+01,8.83E-02,-4.76E-02,2.85E-03
232,1.88E-02,-7.63E-11,-8.80E-02,4.38E+01,-8.35E-02,8.03E-02,-7.16E-02
233,7.39E-02,-1.04E-10,-8.79E-02,5.61E+01,-2.49E-02,3.77E-02,-7.74E-03
234,-3.59E-02,-5.91E-12,-8.79E-02,5.18E+01,8.83E-02,-4.79E-02,3.12E-03
235,-6.26E-03,3.19E-11,-8.79E-02,3.81E+01,6.21E-02,-6.00E-02,-1.55E-01
236,6.41E-02,-7.08E-11,-8.78E-02,5.54E+01,-3.60E-02,4.61E-02,-4.36E-03
237,9.43E-02,-8.81E-11,-8.78E-02,5.64E+01,-2.13E-03,1.08E-02,-3.90E-03
238,1.42E-02,4.24E-11,-8.77E-02,4.14E+01,-6.62E-02,7.67E-02,-1.07E-01
239,8.17E-02,-3.29E-12,-8.76E-02,5.63E+01,-1.41E-02,2.99E-02,-8.80E-03
240,-7.04E-03,1.31E-11,-8.76E-02,3.86E+01,6.59E-02,-6.42E-02,-1.48E-01
241,3.00E-02,1.79E-11,-8.73E-02,4.98E+01,-7.13E-02,7.83E-02,1.02E-03
242,8.27E-02,-3.29E-11,-8.73E-02,5.63E+01,-1.33E-02,2.96E-02,-9.06E-03
243,-4.95E-02,9.58E-11,-8.73E-02,5.44E+01,7.46E-02,-4.19E-02,6.56E-04
244,-1.60E-02,1.89E-11,-8.73E-02,4.36E+01,1.07E-01,-8.14E-02,-8.35E-02
245,-4.56E-02,1.76E-10,-8.72E-02,5.38E+01,7.83E-02,-4.44E-02,2.58E-03
246,4.08E-02,-9.94E-11,-8.70E-02,5.24E+01,-6.14E-02,6.46E-02,7.62E-03
247,-7.28E-02,-4.07E-11,-8.69E-02,5.72E+01,3.46E-02,-3.36E-02,-1.30E-02
248,-5.68E-02,-9.20E-12,-8.69E-02,5.55E+01,6.45E-02,-4.26E-02,-4.11E-03
249,8.13E-02,-3.32E-11,-8.68E-02,5.63E+01,-1.48E-02,3.26E-02,-9.45E-03
250,-6.52E-02,-8.30E-11,-8.67E-02,5.65E+01,5.02E-02,-3.88E-02,-9.97E-03
251,5.51E-02,6.33E-11,-8.66E-02,5.45E+01,-4.96E-02,5.65E-02,4.60E-04
252,4.54E-02,-7.13E-11,-8.65E-02,5.32E+01,-5.77E-02,6.37E-02,5.95E-03
253,8.22E-02,2.65E-11,-8.65E-02,5.63E+01,-1.37E-02,3.17E-02,-9.90E-03
254,-1.00E-01,2.92E-12,-8.64E-02,5.76E+01,0.00E+00,0.00E+00,0.00E+00
255,5.01E-02,-1.54E-10,-8.64E-02,5.38E+01,-5.53E-02,6.01E-02,3.82E-03
256,-6.04E-02,1.19E-10,-8.64E-02,5.60E+01,5.97E-02,-4.27E-02,-7.20E-03
